,CarName,CarYear,CarModel,EngineCapacity(l),HorsePower,CarFuel,CarTransmission,CarDrive,CarOdo(KM),carPrice,carPriceMin,highPrice,goodPrice,defltPrice,removed,minPrice
159,Hyundai Santa Fe,2023,,2.5,180,бензин,АКПП,4WD,0,4290000,,0,0,0,0,0
160,Kia Soul,2022,1.6 AT Prestige,1.6,123,бензин,АКПП,передний,0,2250000,,0,0,0,0,0
161,EXEED VX,2023,,2.0,249,бензин,робот,4WD,0,4123000,,0,0,0,0,0
162,EXEED VX,2023,,2.0,249,бензин,робот,4WD,0,4123900,,0,0,0,0,0
163,EXEED VX,2023,,2.0,249,бензин,робот,4WD,0,4647900,,0,0,0,0,0
164,EXEED TXL,2023,2.0 TGDI DCT AWD Sport Edition,2.0,197,бензин,робот,4WD,0,3649900,,0,0,0,0,0
165,EXEED TXL,2023,,1.6,186,бензин,робот,4WD,0,3525000,,0,0,0,0,0
166,EXEED LX,2023,,1.5,147,бензин,вариатор,передний,0,2549000,,0,0,0,0,0
167,Mitsubishi Outlander,2011,2.4 CVT Ultimate,2.4,170,бензин,вариатор,4WD,199,1149000,,0,0,1,0,0
168,Nissan Bluebird Sylphy,2000,1.8 18Vi G package,1.8,120,бензин,АКПП,передний,257,335000,,0,0,1,0,0
169,Toyota Carina,1994,1.8 SE extra,1.8,125,бензин,АКПП,передний,350,265000,,1,0,0,0,0
170,Hyundai Tucson,2023,2.0 AT 4WD Prestige,2.0,150,бензин,АКПП,4WD,1,3190000,,0,0,1,0,0
171,Subaru Legacy,2000,2.0 touring wagon Brighton S,2.0,137,бензин,АКПП,4WD,280,349000,,0,0,1,0,0
172,Toyota Corolla,1998,1.5 XE saloon,1.5,100,бензин,АКПП,передний,335,200000,,0,0,1,0,0
173,Toyota Highlander,2022,,2.5,248,гибрид,автомат,4WD,0,5400000,,0,0,0,0,0
174,Toyota Highlander,2022,,2.5,248,гибрид,автомат,4WD,0,5200000,,0,0,0,0,0
175,Skoda Octavia,2014,1.4 TSI Green tec DSG Elegance,1.4,140,бензин,робот,передний,224,910000,,0,0,0,0,0
176,Hyundai Tucson,2008,2.0 AT 4WD GLS,2.0,142,бензин,АКПП,4WD,184,907000,,1,0,0,0,0
177,Chery Tiggo 7 Pro,2022,,1.5,147,бензин,вариатор,передний,7,2025000,,0,1,0,0,0
178,Kia Carnival,2021,,2.2,199,дизель,АКПП,передний,35,3550000,,0,1,0,0,0
179,Hyundai Sonata,2019,,2.0,150,бензин,АКПП,передний,39,2050000,,0,0,0,0,0
180,Toyota Land Cruiser,2018,,4.5,249,дизель,АКПП,4WD,172,5494000,,0,1,0,0,0
181,Lexus ES250,2018,,2.5,200,бензин,АКПП,передний,49,3250000,,0,1,0,0,0
182,Kia K5,2021,2.0 MPI AT Comfort,2.0,150,бензин,АКПП,передний,15,2300000,,0,1,0,0,0
183,BMW X5,2021,,3.0,400,дизель,АКПП,4WD,5,11700000,,0,0,1,0,0
184,Volkswagen Tiguan,2020,,1.4,150,бензин,робот,передний,69,2230000,,0,0,1,0,0
185,Toyota Camry,2022,2.5 AT Люкс Safety,2.5,200,бензин,АКПП,передний,15,3700000,,0,0,1,0,0
186,BMW 5-Series,2012,,2.0,184,бензин,АКПП,задний,99,1450000,,0,0,1,0,0
187,Nissan X-Trail,2021,,2.5,171,бензин,вариатор,4WD,22,2800000,,0,0,1,0,0
188,Volkswagen Touareg,2013,,3.6,249,бензин,АКПП,4WD,75,2200000,,0,1,0,0,0
189,Kia Mohave,2022,,3.0,249,дизель,АКПП,4WD,19,5000000,,0,1,0,0,0
190,Hyundai Santa Fe,2017,,2.0,186,дизель,АКПП,передний,90,2150000,,0,0,1,0,0
191,Audi Q7,2020,,2.0,252,бензин,АКПП,4WD,42,7800000,,0,0,1,0,0
192,Toyota Land Cruiser Prado,2021,,2.7,163,бензин,АКПП,4WD,33,4450000,,0,1,0,0,0
193,Лада 2114 Самара,2011,1.6 MT 21144-20-010,1.6,81 ,бензин,механика,передний,125,279000,,1,0,0,0,0
194,Toyota RAV4,1995,2.0 L V E specification,2.0,135,бензин,механика,4WD,256,255000,,0,0,0,0,0
195,Kia Rio,2004,,1.5,97 ,бензин,механика,передний,285,168000,,0,0,0,0,0
196,Mazda CX-3,2015,1.5 XD Touring Diesel Turbo 4WD,1.5,105,дизель,АКПП,4WD,140,1320000,,0,0,1,0,0
